customer_id,txn_date,txn_type,txn_amount
311,17-01-2020,deposit,918
287,22-01-2020,deposit,658
112,08-01-2020,deposit,945
284,30-01-2020,deposit,257
67,22-01-2020,deposit,79
70,08-01-2020,deposit,786
236,27-01-2020,deposit,356
234,03-01-2020,deposit,236
420,24-01-2020,deposit,151
430,20-01-2020,deposit,829
330,26-01-2020,deposit,540
162,10-01-2020,deposit,123
394,04-01-2020,deposit,854
217,08-01-2020,deposit,783
5,15-01-2020,deposit,974
382,03-01-2020,deposit,140
137,06-01-2020,deposit,881
327,14-01-2020,deposit,299
412,01-01-2020,deposit,381
257,20-01-2020,deposit,493
416,16-01-2020,deposit,756
320,10-01-2020,deposit,725
109,01-01-2020,deposit,429
348,22-01-2020,deposit,26
375,19-01-2020,deposit,647
344,07-01-2020,deposit,816
261,25-01-2020,deposit,746
166,22-01-2020,deposit,957
367,29-01-2020,deposit,239
352,21-01-2020,deposit,416
108,30-01-2020,deposit,530
481,02-01-2020,deposit,42
331,17-01-2020,deposit,951
133,10-01-2020,deposit,279
293,15-01-2020,deposit,541
172,12-01-2020,deposit,548
215,27-01-2020,deposit,822
218,29-01-2020,deposit,208
20,18-01-2020,deposit,868
365,25-01-2020,deposit,595
98,15-01-2020,deposit,622
354,23-01-2020,deposit,822
10,13-01-2020,deposit,556
61,21-01-2020,deposit,319
160,17-01-2020,deposit,843
161,08-01-2020,deposit,526
147,15-01-2020,deposit,767
301,20-01-2020,deposit,32
14,25-01-2020,deposit,205
288,13-01-2020,deposit,586
219,06-01-2020,deposit,419
308,14-01-2020,deposit,782
418,07-01-2020,deposit,688
167,30-01-2020,deposit,51
350,13-01-2020,deposit,167
225,10-01-2020,deposit,280
187,26-01-2020,deposit,599
396,01-01-2020,deposit,334
304,16-01-2020,deposit,848
343,01-01-2020,deposit,859
62,16-01-2020,deposit,218
364,10-01-2020,deposit,563
207,26-01-2020,deposit,322
223,11-01-2020,deposit,431
73,06-01-2020,deposit,442
299,13-01-2020,deposit,881
16,13-01-2020,deposit,421
212,02-01-2020,deposit,336
381,28-01-2020,deposit,66
390,15-01-2020,deposit,102
165,23-01-2020,deposit,42
442,26-01-2020,deposit,553
332,27-01-2020,deposit,594
264,16-01-2020,deposit,41
64,08-01-2020,deposit,442
428,15-01-2020,deposit,280
227,07-01-2020,deposit,468
116,28-01-2020,deposit,167
134,08-01-2020,deposit,358
192,20-01-2020,deposit,906
452,01-01-2020,deposit,441
436,05-01-2020,deposit,401
176,26-01-2020,deposit,655
408,21-01-2020,deposit,514
490,23-01-2020,deposit,271
111,28-01-2020,deposit,101
372,02-01-2020,deposit,920
307,14-01-2020,deposit,363
363,06-01-2020,deposit,622
22,19-01-2020,deposit,794
171,17-01-2020,deposit,471
19,17-01-2020,deposit,47
289,28-01-2020,deposit,838
419,11-01-2020,deposit,711
154,15-01-2020,deposit,120
156,24-01-2020,deposit,82
75,22-01-2020,deposit,234
191,16-01-2020,deposit,769
71,14-01-2020,deposit,128
263,16-01-2020,deposit,312
462,26-01-2020,deposit,614
405,04-01-2020,deposit,413
37,29-01-2020,deposit,946
342,25-01-2020,deposit,347
371,21-01-2020,deposit,528
173,14-01-2020,deposit,720
9,21-01-2020,deposit,669
302,27-01-2020,deposit,143
403,13-01-2020,deposit,232
110,01-01-2020,deposit,888
492,05-01-2020,deposit,812
477,04-01-2020,deposit,101
337,12-01-2020,deposit,581
345,01-01-2020,deposit,555
131,10-01-2020,deposit,932
58,11-01-2020,deposit,726
99,08-01-2020,deposit,160
488,08-01-2020,deposit,304
286,02-01-2020,deposit,177
240,10-01-2020,deposit,872
326,12-01-2020,deposit,478
359,09-01-2020,deposit,10
72,20-01-2020,deposit,796
3,27-01-2020,deposit,144
178,23-01-2020,deposit,76
146,05-01-2020,deposit,657
385,15-01-2020,deposit,585
193,12-01-2020,deposit,689
279,13-01-2020,deposit,98
272,11-01-2020,deposit,706
87,13-01-2020,deposit,777
244,27-01-2020,deposit,728
23,21-01-2020,deposit,334
278,26-01-2020,deposit,682
484,28-01-2020,deposit,871
368,17-01-2020,deposit,100
158,18-01-2020,deposit,642
148,12-01-2020,deposit,88
118,03-01-2020,deposit,683
221,06-01-2020,deposit,147
126,21-01-2020,deposit,120
245,30-01-2020,deposit,76
180,09-01-2020,deposit,670
258,25-01-2020,deposit,590
157,06-01-2020,deposit,721
417,04-01-2020,deposit,213
184,27-01-2020,deposit,472
282,24-01-2020,deposit,74
415,07-01-2020,deposit,152
195,19-01-2020,deposit,489
298,16-01-2020,deposit,36
411,27-01-2020,deposit,551
66,16-01-2020,deposit,917
25,28-01-2020,deposit,174
323,21-01-2020,deposit,603
270,16-01-2020,deposit,294
319,06-01-2020,deposit,83
226,11-01-2020,deposit,854
468,25-01-2020,deposit,939
439,26-01-2020,deposit,430
202,06-01-2020,deposit,446
250,25-01-2020,deposit,625
447,03-01-2020,deposit,188
271,08-01-2020,deposit,318
353,01-01-2020,deposit,57
409,22-01-2020,deposit,155
432,26-01-2020,deposit,637
40,21-01-2020,deposit,857
268,11-01-2020,deposit,744
85,11-01-2020,deposit,467
401,03-01-2020,deposit,956
470,08-01-2020,deposit,942
242,20-01-2020,deposit,256
295,26-01-2020,deposit,636
303,18-01-2020,deposit,433
478,08-01-2020,deposit,351
2,03-01-2020,deposit,549
280,03-01-2020,deposit,273
277,27-01-2020,deposit,615
434,14-01-2020,deposit,686
389,04-01-2020,deposit,632
256,26-01-2020,deposit,811
216,04-01-2020,deposit,140
159,04-01-2020,deposit,669
310,20-01-2020,deposit,331
495,17-01-2020,deposit,433
483,18-01-2020,deposit,481
318,06-01-2020,deposit,720
314,26-01-2020,deposit,448
285,22-01-2020,deposit,360
453,25-01-2020,deposit,638
424,12-01-2020,deposit,995
210,19-01-2020,deposit,708
105,07-01-2020,deposit,313
177,20-01-2020,deposit,351
313,29-01-2020,deposit,710
65,26-01-2020,deposit,690
124,01-01-2020,deposit,159
426,15-01-2020,deposit,282
413,26-01-2020,deposit,927
386,26-01-2020,deposit,854
464,17-01-2020,deposit,953
33,24-01-2020,deposit,473
113,21-01-2020,deposit,14
94,01-01-2020,deposit,902
197,22-01-2020,deposit,203
164,10-01-2020,deposit,548
300,21-01-2020,deposit,672
467,19-01-2020,deposit,738
7,20-01-2020,deposit,964
231,20-01-2020,deposit,122
497,30-01-2020,deposit,754
211,19-01-2020,deposit,485
47,22-01-2020,deposit,203
321,24-01-2020,deposit,243
83,09-01-2020,deposit,942
4,07-01-2020,deposit,458
469,17-01-2020,deposit,297
329,07-01-2020,deposit,723
76,04-01-2020,deposit,641
325,27-01-2020,deposit,60
35,17-01-2020,deposit,936
80,25-01-2020,deposit,795
290,15-01-2020,deposit,788
181,13-01-2020,deposit,865
333,08-01-2020,deposit,537
400,24-01-2020,deposit,691
149,13-01-2020,deposit,831
11,19-01-2020,deposit,60
243,01-01-2020,deposit,247
347,04-01-2020,deposit,626
86,03-01-2020,deposit,12
237,16-01-2020,deposit,106
229,23-01-2020,deposit,180
209,23-01-2020,deposit,160
404,02-01-2020,deposit,724
220,21-01-2020,deposit,307
114,19-01-2020,deposit,743
476,27-01-2020,deposit,392
273,19-01-2020,deposit,876
259,04-01-2020,deposit,744
140,26-01-2020,deposit,138
208,19-01-2020,deposit,537
355,21-01-2020,deposit,367
78,28-01-2020,deposit,986
232,02-01-2020,deposit,843
260,26-01-2020,deposit,899
246,29-01-2020,deposit,506
24,26-01-2020,deposit,615
15,25-01-2020,deposit,379
486,11-01-2020,deposit,412
340,06-01-2020,deposit,56
44,19-01-2020,deposit,71
471,13-01-2020,deposit,781
459,13-01-2020,deposit,857
274,02-01-2020,deposit,801
103,07-01-2020,deposit,646
101,12-01-2020,deposit,136
335,14-01-2020,deposit,663
461,01-01-2020,deposit,788
34,30-01-2020,deposit,976
281,06-01-2020,deposit,616
391,15-01-2020,deposit,219
45,14-01-2020,deposit,650
49,04-01-2020,deposit,432
473,17-01-2020,deposit,657
448,30-01-2020,deposit,759
106,24-01-2020,deposit,456
57,06-01-2020,deposit,907
151,10-01-2020,deposit,58
239,18-01-2020,deposit,771
253,29-01-2020,deposit,976
163,14-01-2020,deposit,523
399,13-01-2020,deposit,780
358,15-01-2020,deposit,129
31,06-01-2020,deposit,83
423,18-01-2020,deposit,164
433,15-01-2020,deposit,142
170,14-01-2020,deposit,788
414,08-01-2020,deposit,445
322,05-01-2020,deposit,965
186,17-01-2020,deposit,968
421,09-01-2020,deposit,205
90,19-01-2020,deposit,890
379,12-01-2020,deposit,451
362,28-01-2020,deposit,416
395,14-01-2020,deposit,40
482,01-01-2020,deposit,674
463,21-01-2020,deposit,881
13,02-01-2020,deposit,566
42,11-01-2020,deposit,154
204,28-01-2020,deposit,749
190,26-01-2020,deposit,14
228,10-01-2020,deposit,294
241,01-01-2020,deposit,161
28,20-01-2020,deposit,451
336,16-01-2020,deposit,543
12,13-01-2020,deposit,202
125,04-01-2020,deposit,637
360,16-01-2020,deposit,385
370,13-01-2020,deposit,363
88,12-01-2020,deposit,672
446,15-01-2020,deposit,412
18,17-01-2020,deposit,757
139,10-01-2020,deposit,653
127,17-01-2020,deposit,217
450,11-01-2020,deposit,890
196,13-01-2020,deposit,734
54,09-01-2020,deposit,138
456,07-01-2020,deposit,753
174,11-01-2020,deposit,163
51,20-01-2020,deposit,367
479,23-01-2020,deposit,320
437,05-01-2020,deposit,935
175,14-01-2020,deposit,300
200,29-01-2020,deposit,997
201,02-01-2020,deposit,646
29,19-01-2020,deposit,217
132,10-01-2020,deposit,14
213,17-01-2020,deposit,421
79,29-01-2020,deposit,521
306,27-01-2020,deposit,402
8,15-01-2020,deposit,207
294,12-01-2020,deposit,307
485,03-01-2020,deposit,524
427,22-01-2020,deposit,588
222,11-01-2020,deposit,311
377,18-01-2020,deposit,637
97,04-01-2020,deposit,681
283,05-01-2020,deposit,947
440,03-01-2020,deposit,45
449,06-01-2020,deposit,352
251,09-01-2020,deposit,961
435,01-01-2020,deposit,627
84,23-01-2020,deposit,968
498,19-01-2020,deposit,774
38,21-01-2020,deposit,367
107,13-01-2020,deposit,538
183,22-01-2020,deposit,101
397,06-01-2020,deposit,973
102,26-01-2020,deposit,917
182,08-01-2020,deposit,97
141,15-01-2020,deposit,934
494,20-01-2020,deposit,529
252,26-01-2020,deposit,982
297,25-01-2020,deposit,469
431,11-01-2020,deposit,101
324,04-01-2020,deposit,538
6,11-01-2020,deposit,831
262,04-01-2020,deposit,83
341,26-01-2020,deposit,345
121,01-01-2020,deposit,335
27,01-01-2020,deposit,809
248,24-01-2020,deposit,304
489,15-01-2020,deposit,556
445,25-01-2020,deposit,836
145,02-01-2020,deposit,365
43,28-01-2020,deposit,318
82,09-01-2020,deposit,363
315,22-01-2020,deposit,384
444,10-01-2020,deposit,669
48,01-01-2020,deposit,427
425,09-01-2020,deposit,308
422,25-01-2020,deposit,356
493,15-01-2020,deposit,845
457,23-01-2020,deposit,657
179,05-01-2020,deposit,19
41,30-01-2020,deposit,790
39,22-01-2020,deposit,996
235,07-01-2020,deposit,723
203,06-01-2020,deposit,970
119,17-01-2020,deposit,62
233,03-01-2020,deposit,187
451,30-01-2020,deposit,910
392,29-01-2020,deposit,876
491,08-01-2020,deposit,18
393,17-01-2020,deposit,118
115,29-01-2020,deposit,144
150,04-01-2020,deposit,69
275,28-01-2020,deposit,211
438,01-01-2020,deposit,261
153,18-01-2020,deposit,754
316,23-01-2020,deposit,184
349,17-01-2020,deposit,573
77,08-01-2020,deposit,120
474,02-01-2020,deposit,928
224,21-01-2020,deposit,487
214,14-01-2020,deposit,325
254,05-01-2020,deposit,856
189,11-01-2020,deposit,304
429,02-03-2020,deposit,256
429,02-03-2020,withdrawal,611
429,14-02-2020,purchase,128
429,19-02-2020,deposit,831
429,25-02-2020,purchase,312
429,02-03-2020,purchase,164
429,04-04-2020,withdrawal,855
155,04-04-2020,purchase,501
155,29-01-2020,purchase,631
155,19-03-2020,deposit,630
155,28-03-2020,deposit,494
155,16-03-2020,withdrawal,627
155,20-02-2020,purchase,751
155,15-02-2020,withdrawal,804
155,29-03-2020,deposit,890
155,19-03-2020,deposit,117
155,31-03-2020,withdrawal,100
155,30-03-2020,withdrawal,595
155,24-01-2020,purchase,717
155,07-03-2020,withdrawal,751
155,29-02-2020,purchase,899
155,19-01-2020,purchase,360
155,29-03-2020,withdrawal,494
155,05-04-2020,withdrawal,652
155,04-02-2020,purchase,295
155,15-02-2020,deposit,804
398,31-01-2020,deposit,823
398,24-03-2020,deposit,635
398,10-01-2020,purchase,951
398,16-01-2020,withdrawal,195
398,16-02-2020,withdrawal,232
398,24-03-2020,deposit,874
398,14-01-2020,withdrawal,255
398,27-02-2020,purchase,874
398,21-03-2020,purchase,201
398,14-03-2020,withdrawal,817
398,10-03-2020,withdrawal,678
398,14-02-2020,purchase,902
398,13-02-2020,purchase,546
398,22-03-2020,purchase,916
398,23-01-2020,deposit,523
398,20-02-2020,purchase,150
398,27-01-2020,purchase,570
398,02-02-2020,purchase,38
398,09-03-2020,deposit,873
255,27-02-2020,deposit,355
255,16-02-2020,purchase,479
255,31-01-2020,purchase,310
255,28-03-2020,purchase,782
255,10-03-2020,deposit,105
185,27-03-2020,withdrawal,642
185,14-02-2020,withdrawal,640
185,27-02-2020,purchase,447
185,08-03-2020,purchase,401
185,08-04-2020,withdrawal,224
185,22-04-2020,deposit,884
185,30-03-2020,purchase,738
185,12-04-2020,deposit,466
185,12-04-2020,deposit,825
185,21-03-2020,deposit,791
185,15-04-2020,withdrawal,917
185,07-04-2020,purchase,366
185,08-04-2020,purchase,521
185,04-02-2020,purchase,193
185,24-04-2020,deposit,848
185,01-02-2020,deposit,786
185,10-02-2020,withdrawal,143
185,20-04-2020,purchase,499
309,09-04-2020,deposit,740
309,09-04-2020,deposit,301
309,09-02-2020,deposit,822
309,02-02-2020,purchase,898
309,08-02-2020,purchase,341
309,13-01-2020,purchase,532
309,17-02-2020,purchase,812
309,27-01-2020,withdrawal,308
309,05-04-2020,withdrawal,37
309,20-03-2020,deposit,663
309,15-02-2020,purchase,69
309,04-04-2020,purchase,151
309,25-03-2020,purchase,649
309,19-02-2020,deposit,96
309,25-01-2020,purchase,518
309,18-03-2020,deposit,577
309,22-02-2020,withdrawal,839
312,15-03-2020,withdrawal,994
312,28-03-2020,deposit,67
312,25-02-2020,deposit,470
312,05-02-2020,purchase,942
312,01-04-2020,withdrawal,602
312,15-04-2020,withdrawal,651
312,26-02-2020,deposit,643
312,13-03-2020,purchase,794
376,31-03-2020,deposit,980
376,06-03-2020,purchase,595
376,27-02-2020,deposit,25
376,06-03-2020,withdrawal,381
376,27-03-2020,deposit,815
376,21-01-2020,deposit,518
376,03-01-2020,withdrawal,77
376,12-02-2020,deposit,950
376,13-01-2020,deposit,628
376,21-02-2020,deposit,892
376,09-01-2020,purchase,554
376,20-01-2020,purchase,7
376,12-03-2020,withdrawal,374
376,21-02-2020,deposit,44
376,18-03-2020,deposit,427
376,06-02-2020,withdrawal,996
376,29-02-2020,withdrawal,916
376,31-01-2020,deposit,400
376,12-03-2020,withdrawal,325
376,11-02-2020,deposit,902
188,24-02-2020,deposit,699
188,07-04-2020,purchase,54
188,31-01-2020,withdrawal,72
188,15-02-2020,deposit,459
188,30-03-2020,purchase,491
188,10-03-2020,deposit,587
188,29-01-2020,deposit,259
188,29-03-2020,withdrawal,314
188,20-02-2020,withdrawal,770
188,11-02-2020,deposit,809
188,06-03-2020,withdrawal,743
188,22-01-2020,withdrawal,340
188,27-01-2020,withdrawal,632
188,02-04-2020,purchase,473
138,01-02-2020,deposit,819
138,23-01-2020,deposit,758
138,20-03-2020,withdrawal,129
138,22-03-2020,purchase,750
138,05-02-2020,purchase,485
138,13-02-2020,deposit,42
138,24-02-2020,withdrawal,958
138,06-04-2020,purchase,850
138,07-02-2020,deposit,604
138,24-03-2020,deposit,619
138,29-03-2020,deposit,15
138,29-02-2020,purchase,64
138,31-01-2020,deposit,38
138,03-02-2020,withdrawal,954
373,21-01-2020,purchase,103
373,08-04-2020,deposit,755
373,12-04-2020,purchase,875
373,26-03-2020,deposit,780
373,03-04-2020,deposit,514
373,15-02-2020,purchase,216
361,21-02-2020,deposit,323
361,12-02-2020,deposit,109
361,12-01-2020,withdrawal,457
169,15-03-2020,withdrawal,3
169,25-01-2020,purchase,985
169,29-01-2020,deposit,657
169,09-03-2020,deposit,737
169,28-02-2020,withdrawal,439
169,14-01-2020,withdrawal,601
169,16-03-2020,deposit,529
169,08-04-2020,deposit,897
169,06-02-2020,deposit,176
169,22-03-2020,purchase,64
169,19-02-2020,withdrawal,417
169,26-02-2020,deposit,59
169,19-01-2020,purchase,268
402,17-03-2020,purchase,803
402,10-02-2020,deposit,166
402,18-02-2020,purchase,45
402,13-01-2020,withdrawal,127
402,19-01-2020,deposit,805
402,31-01-2020,deposit,365
60,02-03-2020,deposit,188
60,01-02-2020,deposit,857
60,31-03-2020,withdrawal,927
60,26-01-2020,deposit,113
60,30-01-2020,purchase,797
60,16-03-2020,withdrawal,674
60,02-04-2020,withdrawal,424
378,21-03-2020,deposit,353
378,12-03-2020,purchase,690
378,11-02-2020,deposit,936
378,14-02-2020,withdrawal,623
378,26-01-2020,purchase,186
378,05-02-2020,deposit,392
378,30-01-2020,deposit,108
378,27-01-2020,deposit,369
378,26-02-2020,deposit,145
378,04-03-2020,withdrawal,497
378,26-02-2020,deposit,428
378,27-02-2020,deposit,662
383,28-03-2020,withdrawal,725
383,03-04-2020,deposit,239
383,24-04-2020,withdrawal,141
383,23-04-2020,withdrawal,419
383,29-01-2020,withdrawal,925
383,16-04-2020,deposit,944
383,19-04-2020,deposit,907
383,25-02-2020,deposit,365
383,01-03-2020,purchase,827
383,01-02-2020,deposit,606
292,14-03-2020,deposit,503
292,28-01-2020,withdrawal,218
292,15-01-2020,withdrawal,909
292,23-03-2020,withdrawal,690
292,26-01-2020,purchase,760
292,23-02-2020,purchase,46
292,13-02-2020,withdrawal,999
292,27-02-2020,withdrawal,143
292,19-01-2020,purchase,44
292,02-03-2020,withdrawal,270
292,13-01-2020,withdrawal,289
292,07-03-2020,deposit,343
292,30-01-2020,purchase,401
292,19-01-2020,withdrawal,973
63,06-03-2020,withdrawal,151
63,23-02-2020,withdrawal,396
63,12-03-2020,purchase,618
63,31-03-2020,purchase,565
63,11-02-2020,deposit,363
63,25-01-2020,purchase,225
63,24-02-2020,withdrawal,156
63,16-01-2020,purchase,88
63,10-03-2020,withdrawal,932
63,08-02-2020,purchase,432
63,10-01-2020,purchase,253
63,23-03-2020,withdrawal,727
499,20-02-2020,deposit,891
499,04-03-2020,purchase,367
499,17-02-2020,withdrawal,228
499,11-02-2020,purchase,416
499,20-01-2020,withdrawal,699
499,04-01-2020,deposit,849
499,15-01-2020,purchase,71
499,18-01-2020,deposit,150
499,31-01-2020,deposit,254
499,17-03-2020,withdrawal,297
499,12-01-2020,withdrawal,934
499,15-03-2020,purchase,627
499,12-03-2020,deposit,754
499,01-03-2020,purchase,279
499,20-02-2020,deposit,547
499,10-02-2020,deposit,925
130,27-03-2020,deposit,864
130,19-01-2020,deposit,196
130,15-02-2020,purchase,353
130,13-03-2020,deposit,753
130,05-02-2020,withdrawal,488
130,01-03-2020,purchase,971
130,07-01-2020,withdrawal,106
130,04-03-2020,deposit,646
130,11-01-2020,withdrawal,895
130,05-02-2020,withdrawal,71
441,17-02-2020,withdrawal,195
441,02-04-2020,purchase,8
441,10-04-2020,purchase,206
441,24-02-2020,purchase,190
441,20-03-2020,purchase,917
441,06-03-2020,withdrawal,229
441,18-01-2020,withdrawal,540
441,24-03-2020,deposit,856
441,13-01-2020,withdrawal,207
441,04-04-2020,deposit,392
441,06-02-2020,deposit,363
441,04-04-2020,purchase,520
441,25-03-2020,withdrawal,535
441,24-03-2020,deposit,8
441,16-03-2020,purchase,634
441,03-02-2020,deposit,177
441,08-04-2020,withdrawal,24
441,18-03-2020,deposit,37
441,09-04-2020,deposit,237
441,05-02-2020,deposit,919
53,20-04-2020,purchase,187
53,23-03-2020,withdrawal,881
53,20-04-2020,deposit,933
53,24-03-2020,deposit,228
53,21-03-2020,purchase,285
53,04-02-2020,deposit,188
53,22-04-2020,deposit,209
30,01-04-2020,deposit,392
30,28-02-2020,withdrawal,464
30,24-04-2020,deposit,547
305,16-02-2020,purchase,348
305,07-03-2020,deposit,773
305,17-01-2020,withdrawal,380
305,22-03-2020,withdrawal,613
305,11-01-2020,withdrawal,2
305,16-01-2020,deposit,366
305,07-03-2020,withdrawal,405
305,04-02-2020,deposit,517
136,26-03-2020,deposit,103
136,27-02-2020,deposit,487
136,11-03-2020,deposit,53
136,25-01-2020,withdrawal,653
136,09-04-2020,purchase,710
136,06-03-2020,withdrawal,116
136,12-01-2020,deposit,19
136,29-01-2020,withdrawal,224
136,24-03-2020,withdrawal,623
136,28-01-2020,deposit,455
136,02-04-2020,deposit,194
276,17-01-2020,deposit,600
276,08-03-2020,deposit,624
276,13-01-2020,purchase,922
276,21-02-2020,deposit,319
276,30-03-2020,purchase,976
276,09-01-2020,withdrawal,360
276,04-02-2020,deposit,559
276,13-01-2020,purchase,465
276,25-02-2020,withdrawal,601
276,01-03-2020,deposit,189
276,28-01-2020,purchase,578
276,08-02-2020,withdrawal,222
276,01-03-2020,purchase,985
276,10-01-2020,purchase,52
410,14-03-2020,withdrawal,666
410,28-03-2020,deposit,222
410,21-01-2020,deposit,595
410,08-01-2020,purchase,171
410,16-03-2020,deposit,135
410,09-03-2020,withdrawal,78
410,10-02-2020,withdrawal,723
410,07-02-2020,purchase,103
410,04-03-2020,deposit,136
152,20-03-2020,deposit,68
152,04-02-2020,deposit,706
152,22-02-2020,purchase,960
152,17-01-2020,deposit,264
152,16-01-2020,deposit,340
152,04-02-2020,deposit,696
152,09-02-2020,withdrawal,849
152,28-03-2020,deposit,14
152,15-02-2020,deposit,812
152,23-01-2020,deposit,310
152,13-02-2020,purchase,334
123,25-01-2020,withdrawal,310
123,26-01-2020,purchase,830
123,29-03-2020,deposit,727
123,03-04-2020,deposit,540
123,04-04-2020,withdrawal,362
123,07-04-2020,purchase,463
123,19-02-2020,withdrawal,960
123,07-03-2020,purchase,386
123,28-03-2020,deposit,352
123,05-04-2020,deposit,688
123,06-04-2020,purchase,947
123,09-02-2020,purchase,600
17,09-02-2020,withdrawal,915
17,28-02-2020,purchase,442
472,05-03-2020,deposit,78
472,06-04-2020,purchase,903
472,11-02-2020,purchase,666
472,07-04-2020,deposit,557
472,01-02-2020,purchase,347
472,01-04-2020,purchase,865
472,21-03-2020,withdrawal,513
472,01-04-2020,purchase,12
472,04-04-2020,deposit,405
472,19-01-2020,withdrawal,527
472,16-04-2020,purchase,449
472,29-01-2020,deposit,843
472,20-03-2020,deposit,182
472,07-04-2020,deposit,115
472,30-03-2020,deposit,537
472,27-02-2020,deposit,87
472,14-04-2020,deposit,920
472,08-03-2020,deposit,362
472,06-03-2020,withdrawal,499
472,08-04-2020,deposit,418
100,28-03-2020,purchase,938
100,30-03-2020,deposit,181
100,01-03-2020,deposit,780
100,05-02-2020,purchase,749
100,19-03-2020,purchase,854
100,03-03-2020,withdrawal,123
100,08-02-2020,purchase,829
100,14-01-2020,deposit,923
56,04-04-2020,withdrawal,302
56,12-04-2020,withdrawal,407
56,02-03-2020,withdrawal,523
56,30-03-2020,deposit,495
56,12-02-2020,purchase,213
56,01-02-2020,deposit,122
56,20-03-2020,deposit,218
56,02-04-2020,deposit,117
56,07-03-2020,deposit,224
56,17-02-2020,withdrawal,716
56,05-02-2020,purchase,735
56,08-04-2020,withdrawal,326
56,07-04-2020,purchase,873
56,29-01-2020,purchase,519
56,03-03-2020,purchase,744
56,14-02-2020,purchase,37
56,23-01-2020,withdrawal,412
56,13-03-2020,purchase,99
455,09-03-2020,withdrawal,887
455,25-03-2020,deposit,327
357,28-03-2020,withdrawal,382
357,05-02-2020,withdrawal,136
357,16-04-2020,withdrawal,684
357,27-02-2020,deposit,96
357,19-02-2020,deposit,138
480,21-04-2020,withdrawal,5
480,14-04-2020,purchase,478
480,22-03-2020,purchase,757
480,11-04-2020,deposit,553
168,24-02-2020,purchase,919
168,25-02-2020,purchase,183
168,03-02-2020,deposit,187
369,16-03-2020,purchase,516
369,12-03-2020,deposit,971
369,28-01-2020,withdrawal,110
369,04-03-2020,deposit,958
338,08-02-2020,deposit,859
338,17-01-2020,deposit,252
338,19-02-2020,deposit,529
